;Version, 1, 0
;inv_out
;X, Y
;Re, Re
;time, V
;s, V
"2.91262335403e-10","1.200110870770429"
"2.91762335403e-10","1.200105628204833"
"2.92262335403e-10","1.200099509445737"
"2.92762335403e-10","1.200092627339538"
"2.93262335403e-10","1.200085017475363"
"2.93762335403e-10","1.200076946614067"
"2.942623354029999e-10","1.200068517645044"
"2.947623354029999e-10","1.20005982579561"
"2.95262335403e-10","1.200050960316852"
"2.95762335403e-10","1.200042004364058"
"2.96262335403e-10","1.200033034474793"
"2.96762335403e-10","1.20002412011891"
"2.97262335403e-10","1.200015323449082"
"2.97762335403e-10","1.20000669925791"
"2.98262335403e-10","1.199998771326901"
"2.98631167701e-10","1.199994409391444"
"2.989999999999999e-10","1.199990059084516"
